Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675891672.5181837,0,77272,0,GPS1_Frame,42.33786166666667,71.08996833333335,21.8,672171.2048403074,4689405.1021674,42.0,T
1675891673.2900033,0,77273,0,GPS1_Frame,42.33786166666667,71.08996833333335,21.8,672171.2048403074,4689405.1021674,42.0,T
1675891674.2910383,0,77274,0,GPS1_Frame,42.33786166666667,71.08996833333335,21.8,672171.2048403074,4689405.1021674,42.0,T
1675891675.2907538,0,77275,0,GPS1_Frame,42.33786166666667,71.08996833333335,21.8,672171.2048403074,4689405.1021674,42.0,T
1675891676.2905188,0,77276,0,GPS1_Frame,42.33786666666666,71.08996833333335,22.1,672171.1911942216,4689405.657379382,42.0,T
1675891677.497839,0,77277,0,GPS1_Frame,42.33786666666666,71.08996833333335,22.1,672171.1911942216,4689405.657379382,42.0,T
1675891678.2906446,0,77278,0,GPS1_Frame,42.33786666666666,71.08996833333335,22.1,672171.1911942216,4689405.657379382,42.0,T
1675891679.2918825,0,77279,0,GPS1_Frame,42.33786666666666,71.08997,22.3,672171.3284996521,4689405.660754099,42.0,T
1675891680.2935,0,77280,0,GPS1_Frame,42.33786666666666,71.08997,22.3,672171.3284996521,4689405.660754099,42.0,T
1675891681.2906768,0,77281,0,GPS1_Frame,42.33787,71.08997166666667,22.6,672171.4567076789,4689406.03427014,42.0,T
1675891682.4980388,0,77282,0,GPS1_Frame,42.33787166666666,71.08997166666667,23.2,672171.4521589759,4689406.219340801,42.0,T
1675891683.2919533,0,77283,0,GPS1_Frame,42.33787333333333,71.08997166666667,23.2,672171.4476102726,4689406.404411462,42.0,T
1675891684.3088214,0,77284,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891685.29124,0,77285,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891686.2909129,0,77286,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891687.4978662,0,77287,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891688.2920291,0,77288,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891689.2909527,0,77288,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891690.3089087,0,77289,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891691.2909744,0,77290,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891692.4987125,0,77291,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891693.309333,0,77293,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891694.291471,0,77294,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891695.310995,0,77295,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891696.2930126,0,77296,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891697.5003695,0,77297,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.2,672171.5894643953,4689406.222715522,42.0,T
1675891698.2911804,0,77298,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891699.3110087,0,77299,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891700.292909,0,77300,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891701.3120878,0,77301,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891702.5194821,0,77302,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891703.3112526,0,77303,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891704.3111475,0,77303,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891705.3116968,0,77304,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891706.3100433,0,77305,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891707.5172262,0,77306,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891708.2928493,0,77308,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891709.3094459,0,77309,0,GPS1_Frame,42.33787166666666,71.08997333333333,23.4,672171.5894643953,4689406.222715522,42.0,T
1675891710.291151,0,77310,0,GPS1_Frame,42.33787166666666,71.08997166666667,23.6,672171.4521589759,4689406.219340801,42.0,T
1675891711.2932382,0,77311,0,GPS1_Frame,42.33787166666666,71.08997166666667,23.6,672171.4521589759,4689406.219340801,42.0,T
