notebook,0.17143,0.00165769,1.42E-05,3.99E-07,-9.28E-13,-1.50E-08,2.05E-13
notebook,0.170504,0.00137352,1.27E-05,7.50E-08,7.01E-14,-1.39E-09,-2.07E-14
notebook,0.172257,0.00195867,8.74E-06,1.39E-07,8.08E-14,-4.58E-09,-1.29E-13
